timestamp_utc,price_usd_per_mwh
2026-07-29T01:00:00+00:00,77.7
2026-07-29T02:00:00+00:00,91.01
2026-07-29T03:00:00+00:00,85.13
2026-07-29T04:00:00+00:00,76.75
2026-07-29T05:00:00+00:00,67.46
2026-07-29T06:00:00+00:00,60.39
2026-07-29T07:00:00+00:00,57.79
2026-07-29T08:00:00+00:00,51.56
2026-07-29T09:00:00+00:00,46.6
2026-07-29T10:00:00+00:00,46.25
2026-07-29T11:00:00+00:00,46.55
2026-07-29T12:00:00+00:00,53.09
2026-07-29T13:00:00+00:00,56.62
2026-07-29T14:00:00+00:00,40.12
2026-07-29T15:00:00+00:00,37.37
2026-07-29T16:00:00+00:00,37.31
2026-07-29T17:00:00+00:00,37.14
2026-07-29T18:00:00+00:00,37.36
2026-07-29T19:00:00+00:00,37.47
2026-07-29T20:00:00+00:00,37.81
2026-07-29T21:00:00+00:00,38.35
2026-07-29T22:00:00+00:00,40.3
2026-07-29T23:00:00+00:00,41.61
2026-07-30T00:00:00+00:00,58.94
2026-07-30T01:00:00+00:00,75.21
2026-07-30T02:00:00+00:00,95.37
2026-07-30T03:00:00+00:00,75.53
2026-07-30T04:00:00+00:00,72.32
2026-07-30T05:00:00+00:00,64.03
2026-07-30T06:00:00+00:00,59.04
2026-07-30T07:00:00+00:00,44.39
2026-07-30T08:00:00+00:00,43.78
2026-07-30T09:00:00+00:00,40.6
2026-07-30T10:00:00+00:00,40.52
2026-07-30T11:00:00+00:00,40.67
2026-07-30T12:00:00+00:00,44.46
2026-07-30T13:00:00+00:00,46.56
2026-07-30T14:00:00+00:00,32.77
2026-07-30T15:00:00+00:00,25.14
2026-07-30T16:00:00+00:00,23.16
2026-07-30T17:00:00+00:00,24.41
2026-07-30T18:00:00+00:00,24.72
2026-07-30T19:00:00+00:00,25.32
2026-07-30T20:00:00+00:00,27.56
2026-07-30T21:00:00+00:00,30.66
2026-07-30T22:00:00+00:00,33.53
2026-07-30T23:00:00+00:00,34.27
2026-07-31T00:00:00+00:00,46.67
2026-07-31T01:00:00+00:00,68.79
2026-07-31T02:00:00+00:00,82.29
2026-07-31T03:00:00+00:00,72.94
2026-07-31T04:00:00+00:00,67.36
2026-07-31T05:00:00+00:00,59.96
2026-07-31T06:00:00+00:00,51.02
2026-07-31T07:00:00+00:00,45.64
2026-07-31T08:00:00+00:00,43.64
2026-07-31T09:00:00+00:00,42.36
2026-07-31T10:00:00+00:00,41.77
2026-07-31T11:00:00+00:00,41.34
2026-07-31T12:00:00+00:00,44.62
2026-07-31T13:00:00+00:00,46.1
2026-07-31T14:00:00+00:00,35.12
2026-07-31T15:00:00+00:00,25.26
2026-07-31T16:00:00+00:00,25.18
2026-07-31T17:00:00+00:00,26.3
2026-07-31T18:00:00+00:00,26.95
2026-07-31T19:00:00+00:00,27.24
2026-07-31T20:00:00+00:00,29.2
2026-07-31T21:00:00+00:00,31.29
2026-07-31T22:00:00+00:00,34.98
2026-07-31T23:00:00+00:00,40.71
2026-08-01T00:00:00+00:00,50.14
2026-08-01T01:00:00+00:00,77.04
2026-08-01T02:00:00+00:00,88.05
2026-08-01T03:00:00+00:00,77.06
2026-08-01T04:00:00+00:00,68.27
2026-08-01T05:00:00+00:00,60.63
2026-08-01T06:00:00+00:00,53.63
2026-08-01T07:00:00+00:00,44.48
2026-08-01T08:00:00+00:00,43.27
2026-08-01T09:00:00+00:00,43.56
2026-08-01T10:00:00+00:00,46.03
2026-08-01T11:00:00+00:00,43.64
2026-08-01T12:00:00+00:00,45.95
2026-08-01T13:00:00+00:00,46.16
2026-08-01T14:00:00+00:00,32.2
2026-08-01T15:00:00+00:00,22.71
2026-08-01T16:00:00+00:00,23.01
2026-08-01T17:00:00+00:00,24.01
2026-08-01T18:00:00+00:00,24.69
2026-08-01T19:00:00+00:00,24.46
2026-08-01T20:00:00+00:00,25.17
2026-08-01T21:00:00+00:00,27.86
2026-08-01T22:00:00+00:00,33.76
2026-08-01T23:00:00+00:00,36.18
2026-08-02T00:00:00+00:00,47.06
2026-08-02T01:00:00+00:00,70.94
2026-08-02T02:00:00+00:00,86.98
2026-08-02T03:00:00+00:00,72.47
2026-08-02T04:00:00+00:00,66.42
2026-08-02T05:00:00+00:00,58.98
2026-08-02T06:00:00+00:00,54.02
2026-08-02T07:00:00+00:00,47
2026-08-02T08:00:00+00:00,46.2
2026-08-02T09:00:00+00:00,43.73
2026-08-02T10:00:00+00:00,42.91
2026-08-02T11:00:00+00:00,43.26
2026-08-02T12:00:00+00:00,43.2
2026-08-02T13:00:00+00:00,42.52
2026-08-02T14:00:00+00:00,28.09
2026-08-02T15:00:00+00:00,20.22
2026-08-02T16:00:00+00:00,20.1
2026-08-02T17:00:00+00:00,21.77
2026-08-02T18:00:00+00:00,23.28
2026-08-02T19:00:00+00:00,23.53
2026-08-02T20:00:00+00:00,26.08
2026-08-02T21:00:00+00:00,29.69
2026-08-02T22:00:00+00:00,32.87
2026-08-02T23:00:00+00:00,34.86
2026-08-03T00:00:00+00:00,40.56
2026-08-03T01:00:00+00:00,59.51
2026-08-03T02:00:00+00:00,84.21
2026-08-03T03:00:00+00:00,67.38
2026-08-03T04:00:00+00:00,57.87
2026-08-03T05:00:00+00:00,50.6
2026-08-03T06:00:00+00:00,47.9
2026-08-03T07:00:00+00:00,45.91
2026-08-03T08:00:00+00:00,43.81
2026-08-03T09:00:00+00:00,41.56
2026-08-03T10:00:00+00:00,40.24
2026-08-03T11:00:00+00:00,40.94
2026-08-03T12:00:00+00:00,43.1
2026-08-03T13:00:00+00:00,44.33
2026-08-03T14:00:00+00:00,33.93
2026-08-03T15:00:00+00:00,23.2
2026-08-03T16:00:00+00:00,22.47
2026-08-03T17:00:00+00:00,23.61
2026-08-03T18:00:00+00:00,24.64
2026-08-03T19:00:00+00:00,25.34
2026-08-03T20:00:00+00:00,25.45
2026-08-03T21:00:00+00:00,30.62
2026-08-03T22:00:00+00:00,36.6
2026-08-03T23:00:00+00:00,41.04
2026-08-04T00:00:00+00:00,43.81
2026-08-04T01:00:00+00:00,73.61
2026-08-04T02:00:00+00:00,103.27
2026-08-04T03:00:00+00:00,76.59
2026-08-04T04:00:00+00:00,65.72
2026-08-04T05:00:00+00:00,59.49
2026-08-04T06:00:00+00:00,57.34
2026-08-04T07:00:00+00:00,51.02
2026-08-04T08:00:00+00:00,47.65
2026-08-04T09:00:00+00:00,44.5
2026-08-04T10:00:00+00:00,42.61
2026-08-04T11:00:00+00:00,42.4
2026-08-04T12:00:00+00:00,44.09
2026-08-04T13:00:00+00:00,49.46
2026-08-04T14:00:00+00:00,37.76
2026-08-04T15:00:00+00:00,25.41
2026-08-04T16:00:00+00:00,25.3
2026-08-04T17:00:00+00:00,28.93
2026-08-04T18:00:00+00:00,29.5
2026-08-04T19:00:00+00:00,28.95
2026-08-04T20:00:00+00:00,30.45
2026-08-04T21:00:00+00:00,32.37
2026-08-04T22:00:00+00:00,38.24
2026-08-04T23:00:00+00:00,41.09
2026-08-05T00:00:00+00:00,46.89
2026-08-05T01:00:00+00:00,71.44
2026-08-05T02:00:00+00:00,87.97
2026-08-05T03:00:00+00:00,69.34
2026-08-05T04:00:00+00:00,62.49
2026-08-05T05:00:00+00:00,58.5
2026-08-05T06:00:00+00:00,56.91
2026-08-05T07:00:00+00:00,52.91
